gene	role	n_measurements	wu2025_dp_overlap
PPP2R2A	sensitizer	4	NO
PRMT7	sensitizer	4	NO
PSENEN	sensitizer	4	YES
PTPN11	sensitizer	4	NO
RAB7A	sensitizer	4	NO
RAF1	sensitizer	4	NO
RBBP4	sensitizer	4	YES
SCAF4	sensitizer	4	NO
SEPHS1	sensitizer	4	NO
SHARPIN	sensitizer	4	NO
SLC2A1	sensitizer	4	NO
SMARCD1	sensitizer	4	NO
SOCS3	sensitizer	4	NO
SRRD	sensitizer	4	NO
STK11	sensitizer	4	NO
STRAP	sensitizer	4	NO
TAF6L	sensitizer	4	NO
TGFBR2	sensitizer	4	NO
TMEM41B	sensitizer	4	NO
TRIM24	sensitizer	4	NO
TRIM28	sensitizer	4	NO
TRPM7	sensitizer	4	NO
TSC1	sensitizer	4	NO
TSC2	sensitizer	4	NO
UBE2M	sensitizer	4	NO
UBR4	sensitizer	4	NO
UFL1	sensitizer	4	NO
UGP2	sensitizer	4	NO
UHRF1	sensitizer	4	NO
USP18	sensitizer	4	NO
USP7	sensitizer	4	NO
VDAC2	sensitizer	4	NO
VPS35	sensitizer	4	NO
VPS37A	sensitizer	4	NO
WDR82	sensitizer	4	NO
WHSC1	sensitizer	4	NO
WWP2	sensitizer	4	NO
ACTR2	sensitizer	3	YES
AHSA1	sensitizer	3	NO
ALG8	sensitizer	3	NO
ANKRD52	sensitizer	3	YES
ARF6	sensitizer	3	NO
ASF1A	sensitizer	3	NO
ATAD3A	sensitizer	3	NO
ATF7IP	sensitizer	3	YES
ATP13A1	sensitizer	3	NO
ATRX	sensitizer	3	NO
BCOR	sensitizer	3	NO
BRAT1	sensitizer	3	YES
BRD1	sensitizer	3	NO
BRD2	sensitizer	3	NO
BRPF1	sensitizer	3	NO
BRWD3	sensitizer	3	NO
CAD	sensitizer	3	NO
CCND1	sensitizer	3	NO
CEP55	sensitizer	3	NO
CHD4	sensitizer	3	NO
CHMP2A	sensitizer	3	NO
CHUK	sensitizer	3	NO
COG7	sensitizer	3	NO
COX10	sensitizer	3	NO
CR1L	sensitizer	3	NO
CREB1	sensitizer	3	NO
CSNK2A2	sensitizer	3	NO
CTNNB1	sensitizer	3	NO
CTPS1	sensitizer	3	NO
CUL5	sensitizer	3	NO
CWC27	sensitizer	3	NO
CXXC1	sensitizer	3	NO
DDX42	sensitizer	3	NO
DGCR8	sensitizer	3	NO
DICER1	sensitizer	3	NO
DIDO1	sensitizer	3	NO
DNAJA2	sensitizer	3	NO
DNTTIP1	sensitizer	3	NO
DPF2	sensitizer	3	NO
DPH5	sensitizer	3	YES
DR1	sensitizer	3	YES
DSCC1	sensitizer	3	NO
EED	sensitizer	3	NO
EHMT2	sensitizer	3	YES
ELMSAN1	sensitizer	3	NO
EMC1	sensitizer	3	NO
EMC2	sensitizer	3	YES
EP300	sensitizer	3	NO
EPG5	sensitizer	3	NO
F8A1	sensitizer	3	NO
F8A2	sensitizer	3	NO
F8A3	sensitizer	3	NO
FERMT2	sensitizer	3	NO
GATAD2A	sensitizer	3	NO
GCLC	sensitizer	3	NO
GLCE	sensitizer	3	NO
GLS	sensitizer	3	NO
GNPNAT1	sensitizer	3	NO
GOSR1	sensitizer	3	NO
GSS	sensitizer	3	NO
HEXIM1	sensitizer	3	YES
HGS	sensitizer	3	NO
HLA-A	sensitizer	3	NO
HNRNPF	sensitizer	3	NO
HNRNPU	sensitizer	3	NO
HSP90AB1	sensitizer	3	NO
IFNGR2	sensitizer	3	NO
ING3	sensitizer	3	NO
INTS3	sensitizer	3	NO
IRGM	sensitizer	3	NO
JAGN1	sensitizer	3	NO
JUNB	sensitizer	3	NO
KCMF1	sensitizer	3	YES
KDM1A	sensitizer	3	NO
KDM5C	sensitizer	3	NO
KDM6A	sensitizer	3	NO
KDSR	sensitizer	3	NO
KHNYN	sensitizer	3	NO
LDHA	sensitizer	3	NO
LIAS	sensitizer	3	NO
LIPT1	sensitizer	3	NO
LRP10	sensitizer	3	NO
MAP2K3	sensitizer	3	NO
MARS2	sensitizer	3	NO
MBD3	sensitizer	3	NO
MED14	sensitizer	3	NO
MED4	sensitizer	3	NO
METTL14	sensitizer	3	NO
METTL3	sensitizer	3	NO
MGA	sensitizer	3	NO
MOGS	sensitizer	3	YES
MRPL44	sensitizer	3	NO
MVD	sensitizer	3	NO
MYBL1	sensitizer	3	NO
N4BP1	sensitizer	3	NO
NADK	sensitizer	3	NO
NAMPT	sensitizer	3	NO
NCBP1	sensitizer	3	NO
NCBP2	sensitizer	3	NO
NCOR2	sensitizer	3	NO
NDUFA13	sensitizer	3	NO
NDUFS7	sensitizer	3	NO
NDUFS8	sensitizer	3	NO
NEDD8	sensitizer	3	NO
NFRKB	sensitizer	3	NO
NGLY1	sensitizer	3	NO
NMNAT1	sensitizer	3	NO
NPM1	sensitizer	3	NO
NPRL2	sensitizer	3	NO
NPRL3	sensitizer	3	NO
NRBF2	sensitizer	3	NO
NSD1	sensitizer	3	NO
PABPN1	sensitizer	3	NO
PAK1IP1	sensitizer	3	NO
PAX3	sensitizer	3	NO
PCBP2	sensitizer	3	YES
PCED1B	sensitizer	3	NO
PCIF1	sensitizer	3	NO
PCYT2	sensitizer	3	NO
PDCD6IP	sensitizer	3	NO
PGM3	sensitizer	3	NO
PHF12	sensitizer	3	NO
PIGO	sensitizer	3	NO
PKM	sensitizer	3	NO
PMM2	sensitizer	3	NO
POLR2A	sensitizer	3	NO
PPCDC	sensitizer	3	NO
PPCS	sensitizer	3	YES
PPP1R2	sensitizer	3	NO
PRMT1	sensitizer	3	NO
PSMF1	sensitizer	3	NO
PTK2	sensitizer	3	NO
PUF60	sensitizer	3	NO
RAB5C	sensitizer	3	YES
RAD51	sensitizer	3	NO
RFWD2	sensitizer	3	NO
RNF4	sensitizer	3	NO
RPUSD4	sensitizer	3	NO
S100PBP	sensitizer	3	YES
SARNP	sensitizer	3	YES
SCRIB	sensitizer	3	NO
SEC11A	sensitizer	3	NO
SEC63	sensitizer	3	NO
SETDB2	sensitizer	3	NO
SLC25A26	sensitizer	3	NO
SLC35A1	sensitizer	3	NO
SLC39A10	sensitizer	3	NO
SMC3	sensitizer	3	NO
SPCS1	sensitizer	3	NO
SPTLC1	sensitizer	3	NO
SPTLC2	sensitizer	3	NO
SRM	sensitizer	3	NO
SRRT	sensitizer	3	NO
STOML2	sensitizer	3	NO
TADA1	sensitizer	3	YES
TADA2B	sensitizer	3	NO
TAF2	sensitizer	3	NO
TAPT1	sensitizer	3	NO
TAX1BP1	sensitizer	3	NO
TCEB1	sensitizer	3	NO
TECR	sensitizer	3	NO
TFPT	sensitizer	3	NO
TIPARP	sensitizer	3	NO
TM2D1	sensitizer	3	YES
TM2D2	sensitizer	3	NO
TMEM208	sensitizer	3	NO
TMX2	sensitizer	3	NO
TNIP1	sensitizer	3	NO
TOMM70A	sensitizer	3	NO
TPR	sensitizer	3	NO
UBA6	sensitizer	3	NO
UBE2A	sensitizer	3	NO
UBE2H	sensitizer	3	YES
UBE4B	sensitizer	3	NO
UBIAD1	sensitizer	3	NO
UFC1	sensitizer	3	NO
UMPS	sensitizer	3	NO
USP9X	sensitizer	3	NO
UXS1	sensitizer	3	NO
VPS13A	sensitizer	3	NO
VPS18	sensitizer	3	NO
VPS45	sensitizer	3	NO
WDR7	sensitizer	3	NO
WRAP53	sensitizer	3	NO
XPO7	sensitizer	3	NO
YAP1	sensitizer	3	NO
YEATS4	sensitizer	3	YES
YTHDF2	sensitizer	3	YES
ZC3H3	sensitizer	3	NO
ZC3HAV1	sensitizer	3	NO
ZNF281	sensitizer	3	NO
ZNF827	sensitizer	3	NO
5-Mar	sensitizer	2	NO
ACAD9	sensitizer	2	NO
ACLY	sensitizer	2	YES
ACSL3	sensitizer	2	NO
ACTB	sensitizer	2	YES
ACTR3	sensitizer	2	NO
ACTR6	sensitizer	2	YES
ACTR8	sensitizer	2	NO
ADAMTS12	sensitizer	2	NO
ADAT2	sensitizer	2	NO
AHCY	sensitizer	2	NO
AIFM1	sensitizer	2	NO
ALG3	sensitizer	2	NO
ALG9	sensitizer	2	NO
ALK	sensitizer	2	NO
ALOX5	sensitizer	2	NO
ANKRD34A	sensitizer	2	YES
API5	sensitizer	2	NO
AR	sensitizer	2	NO
ARHGEF7	sensitizer	2	NO
ARID1A	sensitizer	2	NO
ARID4B	sensitizer	2	NO
ARIH1	sensitizer	2	NO
ARL14EP	sensitizer	2	NO
ARMC7	sensitizer	2	NO
ARNT	sensitizer	2	NO
ARPC4	sensitizer	2	NO
ASCC1	sensitizer	2	NO
ATAD1	sensitizer	2	NO
AZI2	sensitizer	2	NO
B4GALT1	sensitizer	2	NO
BAG6	sensitizer	2	YES
BCAR1	sensitizer	2	NO
BCLAF1	sensitizer	2	NO
BIRC6	sensitizer	2	NO
BPTF	sensitizer	2	NO
BRD7	sensitizer	2	NO
BRD9	sensitizer	2	NO
BTAF1	sensitizer	2	NO
C16orf52	sensitizer	2	NO
C19orf43	sensitizer	2	NO
C1GALT1	sensitizer	2	YES
C1GALT1C1	sensitizer	2	NO
C1R	sensitizer	2	NO
CALCOCO2	sensitizer	2	YES
CAND1	sensitizer	2	YES
CAPZB	sensitizer	2	NO
CARM1	sensitizer	2	NO
CBFB	sensitizer	2	NO
CCDC134	sensitizer	2	NO
CCIN	sensitizer	2	NO
CCNE1	sensitizer	2	NO
CCR4	sensitizer	2	NO
CCS	sensitizer	2	NO
CCZ1	sensitizer	2	NO
CCZ1B	sensitizer	2	YES
CD36	sensitizer	2	NO
CD44	sensitizer	2	NO
CD47	sensitizer	2	NO
CDC37	sensitizer	2	NO
CDK10	sensitizer	2	NO
CDKN2AIP	sensitizer	2	NO
CDYL	sensitizer	2	NO
CEBPB	sensitizer	2	NO
CEBPG	sensitizer	2	NO
CENPI	sensitizer	2	NO
CENPM	sensitizer	2	NO
CHD7	sensitizer	2	NO
CHMP4B	sensitizer	2	NO
CHMP7	sensitizer	2	NO
CHORDC1	sensitizer	2	NO
CHP1	sensitizer	2	NO
CHTF8	sensitizer	2	NO
CKS1B	sensitizer	2	NO
CMTR1	sensitizer	2	NO
CMTR2	sensitizer	2	NO
CNOT3	sensitizer	2	NO
CNOT8	sensitizer	2	NO
COG2	sensitizer	2	NO
COG4	sensitizer	2	NO
COG5	sensitizer	2	NO
COMMD4	sensitizer	2	NO
COPB2	sensitizer	2	NO
COPS4	sensitizer	2	NO
COQ2	sensitizer	2	NO
COQ3	sensitizer	2	NO
COX14	sensitizer	2	NO
COX18	sensitizer	2	NO
COX6B1	sensitizer	2	YES
CRKL	sensitizer	2	NO
CS	sensitizer	2	YES
CUL2	sensitizer	2	NO
CUL3	sensitizer	2	NO
CXorf56	sensitizer	2	NO
CYFIP1	sensitizer	2	NO
DAPK3	sensitizer	2	NO
DAXX	sensitizer	2	YES
DCAF7	sensitizer	2	NO
DDI2	sensitizer	2	NO
DDX23	sensitizer	2	NO
DDX39B	sensitizer	2	NO
DEPDC5	sensitizer	2	NO
DHPS	sensitizer	2	NO
DHRSX	sensitizer	2	NO
DHX36	sensitizer	2	NO
DIMT1	sensitizer	2	NO
DIS3	sensitizer	2	NO
DLD	sensitizer	2	NO
DLG5	sensitizer	2	NO
DNAJC2	sensitizer	2	NO
DNAJC9	sensitizer	2	NO
DNMT3B	sensitizer	2	NO
DOLK	sensitizer	2	NO
DPH2	sensitizer	2	NO
DPH6	sensitizer	2	NO
DPM3	sensitizer	2	NO
DUT	sensitizer	2	NO
E2F3	sensitizer	2	NO
EDC4	sensitizer	2	NO
EFTUD2	sensitizer	2	YES
EGLN1	sensitizer	2	NO
EIF2B4	sensitizer	2	NO
EIF4ENIF1	sensitizer	2	NO
ELAC2	sensitizer	2	NO
ELAVL1	sensitizer	2	NO
ELMO2	sensitizer	2	NO
ELOVL1	sensitizer	2	YES
EMC7	sensitizer	2	NO
ERCC2	sensitizer	2	NO
ERCC3	sensitizer	2	NO
EXOC5	sensitizer	2	NO
EXOC7	sensitizer	2	NO
EXOSC2	sensitizer	2	NO
EXOSC7	sensitizer	2	NO
EZH2	sensitizer	2	NO
FAM122A	sensitizer	2	NO
FARS2	sensitizer	2	NO
FBXL18	sensitizer	2	YES
FBXO11	sensitizer	2	NO
FBXO28	sensitizer	2	NO
FBXO42	sensitizer	2	NO
FBXO7	sensitizer	2	NO
FDX1	sensitizer	2	NO
FECH	sensitizer	2	NO
FEN1	sensitizer	2	NO
FH	sensitizer	2	NO
FIS1	sensitizer	2	NO
FKRP	sensitizer	2	NO
FLAD1	sensitizer	2	NO
FNTB	sensitizer	2	NO
FOSL1	sensitizer	2	NO
FOXRED1	sensitizer	2	NO
FURIN	sensitizer	2	NO
G6PD	sensitizer	2	NO
GABARAPL2	sensitizer	2	NO
GABRB3	sensitizer	2	NO
GADD45A	sensitizer	2	YES
GATA3	sensitizer	2	NO
GGNBP2	sensitizer	2	NO
GLRX3	sensitizer	2	NO
GMEB2	sensitizer	2	NO
GMPPB	sensitizer	2	NO
GNA11	sensitizer	2	NO
GNA13	sensitizer	2	NO
GNB1L	sensitizer	2	NO
GNE	sensitizer	2	NO
GPATCH8	sensitizer	2	YES
GPN2	sensitizer	2	NO
GSK3A	sensitizer	2	NO
GTF2E1	sensitizer	2	NO
HDAC8	sensitizer	2	NO
HELZ	sensitizer	2	NO
HIST1H2AC	sensitizer	2	YES
HIST1H2BH	sensitizer	2	NO
HNF1B	sensitizer	2	NO
HSF1	sensitizer	2	NO
HSP90B1	sensitizer	2	NO
HTRA4	sensitizer	2	NO
HYPK	sensitizer	2	NO
IER3IP1	sensitizer	2	NO
IFNAR1	sensitizer	2	NO
ILF2	sensitizer	2	NO
ILF3	sensitizer	2	NO
ILKAP	sensitizer	2	NO
ING2	sensitizer	2	NO
ING5	sensitizer	2	NO
INIP	sensitizer	2	NO
INO80	sensitizer	2	NO
INTS10	sensitizer	2	NO
INTS12	sensitizer	2	NO
INTS5	sensitizer	2	NO
INTS6	sensitizer	2	NO
IPMK	sensitizer	2	NO
IPO11	sensitizer	2	NO
IQSEC1	sensitizer	2	NO
IRF2	sensitizer	2	NO
IRF9	sensitizer	2	NO
ITPK1	sensitizer	2	NO
JUN	sensitizer	2	YES
KAT2A	sensitizer	2	YES
KAT7	sensitizer	2	YES
KAT8	sensitizer	2	NO
KDM3B	sensitizer	2	NO
KDM8	sensitizer	2	NO
KIAA1524	sensitizer	2	NO
KIF20A	sensitizer	2	NO
KRIT1	sensitizer	2	NO
KXD1	sensitizer	2	NO
L3MBTL2	sensitizer	2	NO
LARS2	sensitizer	2	NO
LCMT1	sensitizer	2	NO
LEMD2	sensitizer	2	NO
LONP1	sensitizer	2	NO
LPAR2	sensitizer	2	NO
LSM10	sensitizer	2	YES
LSM4	sensitizer	2	NO
LUC7L2	sensitizer	2	NO
LYN	sensitizer	2	NO
MAP2K7	sensitizer	2	NO
MAPK14	sensitizer	2	NO
MAPK3	sensitizer	2	NO
MAPK7	sensitizer	2	NO
MAPKAPK2	sensitizer	2	NO
MARK2	sensitizer	2	NO
MATR3	sensitizer	2	NO
MC1R	sensitizer	2	NO
MCAM	sensitizer	2	NO
MDH2	sensitizer	2	NO
MED12	sensitizer	2	NO
MED13	sensitizer	2	NO
MED17	sensitizer	2	NO
MED18	sensitizer	2	YES
MED20	sensitizer	2	NO
MED25	sensitizer	2	NO
MED26	sensitizer	2	NO
MED28	sensitizer	2	NO
MED7	sensitizer	2	NO
MED9	sensitizer	2	NO
MEFV	sensitizer	2	NO
MEGF8	sensitizer	2	NO
MEN1	sensitizer	2	NO
MEX3A	sensitizer	2	NO
MFN1	sensitizer	2	NO
MOB4	sensitizer	2	NO
MON2	sensitizer	2	YES
MPDU1	sensitizer	2	NO
MRPL20	sensitizer	2	NO
MRPL36	sensitizer	2	NO
MRPS18A	sensitizer	2	NO
MRPS21	sensitizer	2	NO
MTA1	sensitizer	2	NO
MTA3	sensitizer	2	NO
MTERFD2	sensitizer	2	NO
MYCBP2	sensitizer	2	NO
NAA20	sensitizer	2	NO
NACA	sensitizer	2	YES
NANS	sensitizer	2	NO
NARS2	sensitizer	2	NO
NDNL2	sensitizer	2	NO
NDUFA9	sensitizer	2	NO
NDUFAF5	sensitizer	2	NO
NDUFAF7	sensitizer	2	NO
NDUFB6	sensitizer	2	NO
NDUFB8	sensitizer	2	NO
NDUFB9	sensitizer	2	YES
NDUFS1	sensitizer	2	NO
NDUFS2	sensitizer	2	NO
NDUFV1	sensitizer	2	NO
NEK6	sensitizer	2	NO
NELFCD	sensitizer	2	NO
NFKB1	sensitizer	2	NO
NOB1	sensitizer	2	NO
NOP2	sensitizer	2	NO
NSMCE1	sensitizer	2	NO
NSMCE2	sensitizer	2	NO
NSMCE4A	sensitizer	2	NO
NSUN4	sensitizer	2	YES
NUDCD2	sensitizer	2	NO
NUDT21	sensitizer	2	NO
OGT	sensitizer	2	NO
PABPC1	sensitizer	2	YES
PAK2	sensitizer	2	NO
PAN2	sensitizer	2	YES
PBRM1	sensitizer	2	NO
PBX3	sensitizer	2	NO
PCNP	sensitizer	2	NO
PCP4	sensitizer	2	NO
PDCD10	sensitizer	2	NO
PDE7A	sensitizer	2	YES
PDHA1	sensitizer	2	NO
PDHB	sensitizer	2	NO
PDS5A	sensitizer	2	NO
PEX12	sensitizer	2	NO
PEX16	sensitizer	2	NO
PEX3	sensitizer	2	NO
PFDN2	sensitizer	2	NO
PGD	sensitizer	2	NO
PGK1	sensitizer	2	NO
PGLS	sensitizer	2	NO
PGRMC2	sensitizer	2	NO
PHF6	sensitizer	2	NO
PHF8	sensitizer	2	NO
PHIP	sensitizer	2	NO
PI4KB	sensitizer	2	NO
PIGA	sensitizer	2	NO
PIGB	sensitizer	2	NO
PIGC	sensitizer	2	NO
PIGH	sensitizer	2	NO
PIGL	sensitizer	2	NO
PIGM	sensitizer	2	NO
PIGP	sensitizer	2	NO
PIGV	sensitizer	2	NO
PIGW	sensitizer	2	NO
PIGX	sensitizer	2	NO
PIGY	sensitizer	2	NO
PIK3CA	sensitizer	2	NO
PIK3R4	sensitizer	2	NO
PITRM1	sensitizer	2	YES
PITX1	sensitizer	2	NO
PNPT1	sensitizer	2	NO
POLD1	sensitizer	2	NO
POLE3	sensitizer	2	NO
PPA2	sensitizer	2	NO
PPP1CB	sensitizer	2	NO
PPP1R10	sensitizer	2	NO
PPP1R15A	sensitizer	2	YES
PPP1R7	sensitizer	2	NO
PPP2R1A	sensitizer	2	NO
PPP2R4	sensitizer	2	NO
PPP4R2	sensitizer	2	NO
PRDX1	sensitizer	2	YES
PREB	sensitizer	2	NO
PRKAR1A	sensitizer	2	NO
PRKAR2A	sensitizer	2	NO
PRPF39	sensitizer	2	NO
PRRC2C	sensitizer	2	NO
PSMA3	sensitizer	2	NO
PSME1	sensitizer	2	NO
PSMG2	sensitizer	2	NO
PTEN	sensitizer	2	NO
PTPMT1	sensitizer	2	NO
PUM1	sensitizer	2	YES
PWP1	sensitizer	2	NO
QARS	sensitizer	2	NO
R3HDM1	sensitizer	2	NO
RAB10	sensitizer	2	NO
RAB14	sensitizer	2	NO
RAB6A	sensitizer	2	NO
RAD23B	sensitizer	2	NO
RAD51C	sensitizer	2	NO
RBM34	sensitizer	2	NO
RBM7	sensitizer	2	NO
RBMS1	sensitizer	2	NO
RCC2	sensitizer	2	NO
RCE1	sensitizer	2	NO
RFK	sensitizer	2	NO
RFXANK	sensitizer	2	NO
RHOT1	sensitizer	2	NO
RIF1	sensitizer	2	NO
RMDN3	sensitizer	2	NO
RNASEH2A	sensitizer	2	NO
RNASEH2C	sensitizer	2	NO
RNF19B	sensitizer	2	YES
RNF2	sensitizer	2	NO
RNF40	sensitizer	2	NO
RNF8	sensitizer	2	NO
RNMT	sensitizer	2	NO
RPA1	sensitizer	2	NO
RPL28	sensitizer	2	NO
RPL36AL	sensitizer	2	NO
RPRD2	sensitizer	2	NO
RREB1	sensitizer	2	NO
RSF1	sensitizer	2	NO
SAMD1	sensitizer	2	NO
SAMD3	sensitizer	2	NO
SAP130	sensitizer	2	NO
SAP18	sensitizer	2	NO
SAP30	sensitizer	2	NO
SENP3	sensitizer	2	NO
SEPHS2	sensitizer	2	NO
SEPSECS	sensitizer	2	NO
SETD2	sensitizer	2	NO
SF3A2	sensitizer	2	NO
SFTPC	sensitizer	2	NO
SHOC2	sensitizer	2	NO
SIN3A	sensitizer	2	NO
SLBP	sensitizer	2	NO
SLC16A1	sensitizer	2	NO
SLC35B1	sensitizer	2	YES
SLC35B4	sensitizer	2	NO
SLC39A9	sensitizer	2	NO
SLC4A7	sensitizer	2	NO
SLC7A5	sensitizer	2	NO
SLC7A6OS	sensitizer	2	NO
SMARCB1	sensitizer	2	NO
SMARCE1	sensitizer	2	YES
SMC6	sensitizer	2	NO
SMNDC1	sensitizer	2	NO
SNAPC1	sensitizer	2	NO
SNAPC4	sensitizer	2	NO
SOS1	sensitizer	2	NO
SOX9	sensitizer	2	NO
SP3	sensitizer	2	NO
SPOP	sensitizer	2	YES
SPTSSA	sensitizer	2	NO
SQLE	sensitizer	2	NO
SRC	sensitizer	2	NO
SRP19	sensitizer	2	NO
SRP68	sensitizer	2	NO
SRP72	sensitizer	2	NO
SS18L2	sensitizer	2	NO
STAB1	sensitizer	2	NO
STARD7	sensitizer	2	NO
STAT3	sensitizer	2	YES
SUDS3	sensitizer	2	NO
SUGP1	sensitizer	2	NO
SUPV3L1	sensitizer	2	NO
SUV39H1	sensitizer	2	NO
TAF1	sensitizer	2	NO
TAF3	sensitizer	2	NO
TAF7	sensitizer	2	NO
TAPBPL	sensitizer	2	NO
TARS2	sensitizer	2	NO
TASP1	sensitizer	2	NO
TBL1X	sensitizer	2	NO
TCEB2	sensitizer	2	NO
TDRKH	sensitizer	2	NO
TERT	sensitizer	2	NO
TFB2M	sensitizer	2	NO
TFDP1	sensitizer	2	NO
TGFBR3	sensitizer	2	NO
TGIF1	sensitizer	2	NO
TGIF2	sensitizer	2	NO
TIAL1	sensitizer	2	NO
TIMM22	sensitizer	2	NO
TK1	sensitizer	2	NO
TMEM147	sensitizer	2	NO
TMEM165	sensitizer	2	NO
TMEM189	sensitizer	2	NO
TMEM230	sensitizer	2	NO
TMEM245	sensitizer	2	NO
TMEM30A	sensitizer	2	NO
TMEM50A	sensitizer	2	YES
TOMM7	sensitizer	2	YES
TRADD	sensitizer	2	NO
TRAPPC4	sensitizer	2	NO
TRMT6	sensitizer	2	NO
TRMT61A	sensitizer	2	NO
TSFM	sensitizer	2	YES
TUFM	sensitizer	2	NO
TVP23B	sensitizer	2	NO
TXNDC15	sensitizer	2	NO
TYMS	sensitizer	2	NO
UBA3	sensitizer	2	NO
UBA5	sensitizer	2	NO
UBE2D3	sensitizer	2	NO
UBE2F	sensitizer	2	NO
UBE2J1	sensitizer	2	NO
UBE2L3	sensitizer	2	NO
UBE2W	sensitizer	2	NO
UBE3D	sensitizer	2	NO
UBR7	sensitizer	2	NO
UBXN2A	sensitizer	2	NO
UFM1	sensitizer	2	NO
UGGT1	sensitizer	2	NO
UNC50	sensitizer	2	YES
USP14	sensitizer	2	NO
USP19	sensitizer	2	NO
USP39	sensitizer	2	YES
USP8	sensitizer	2	NO
USPL1	sensitizer	2	NO
VCPIP1	sensitizer	2	NO
VMP1	sensitizer	2	YES
VPS25	sensitizer	2	NO
VPS39	sensitizer	2	NO
VPS41	sensitizer	2	NO
VPS52	sensitizer	2	YES
VPS53	sensitizer	2	NO
WARS2	sensitizer	2	NO
WBSCR16	sensitizer	2	NO
WDR25	sensitizer	2	NO
WNT3A	sensitizer	2	NO
WWTR1	sensitizer	2	NO
XAB2	sensitizer	2	NO
XIAP	sensitizer	2	NO
XPNPEP1	sensitizer	2	NO
YBX1	sensitizer	2	YES
YME1L1	sensitizer	2	NO
YWHAZ	sensitizer	2	YES
ZBTB10	sensitizer	2	YES
ZBTB2	sensitizer	2	NO
ZC3H18	sensitizer	2	NO
ZC3H4	sensitizer	2	NO
ZCCHC8	sensitizer	2	NO
ZFX	sensitizer	2	NO
ZNF106	sensitizer	2	NO
ZNF131	sensitizer	2	NO
ZNRD1	sensitizer	2	YES
ZZZ3	sensitizer	2	YES
6-Mar	sensitizer	1	NO
AAGAB	sensitizer	1	NO
AAK1	sensitizer	1	NO
AAMP	sensitizer	1	NO
AARS2	sensitizer	1	NO
AASDHPPT	sensitizer	1	NO
ABCC1	sensitizer	1	NO
ABCC8	sensitizer	1	NO
ABCD2	sensitizer	1	NO
ABCE1	sensitizer	1	NO
ABHD5	sensitizer	1	NO
ABHD8	sensitizer	1	NO
ABT1	sensitizer	1	NO
ACACA	sensitizer	1	NO
ACD	sensitizer	1	NO
ACO2	sensitizer	1	NO
ACOT6	sensitizer	1	NO
ACP5	sensitizer	1	NO
ACP6	sensitizer	1	NO
ACSL1	sensitizer	1	NO
ACSL4	sensitizer	1	NO
ACTG1	sensitizer	1	NO
ACTL6A	sensitizer	1	NO
ACTR1A	sensitizer	1	NO
ACTR3B	sensitizer	1	NO
ADAM10	sensitizer	1	NO
ADAM17	sensitizer	1	NO
ADAMDEC1	sensitizer	1	NO
ADAMTS13	sensitizer	1	NO
ADCK1	sensitizer	1	NO
ADCK4	sensitizer	1	NO
ADIPOR2	sensitizer	1	NO
ADRM1	sensitizer	1	NO
ADSL	sensitizer	1	NO
ADSS	sensitizer	1	NO
AFAP1L1	sensitizer	1	NO
AGPS	sensitizer	1	NO
AIF1	sensitizer	1	NO
AIP	sensitizer	1	NO
AK2	sensitizer	1	NO
AKT1	sensitizer	1	NO
ALAS1	sensitizer	1	NO
ALDH7A1	sensitizer	1	NO
ALDOA	sensitizer	1	NO
ALG1	sensitizer	1	NO
ALG5	sensitizer	1	NO
ALKBH3	sensitizer	1	NO
AMD1	sensitizer	1	NO
AMER1	sensitizer	1	NO
AMER3	sensitizer	1	NO
ANAPC13	sensitizer	1	NO
ANGEL2	sensitizer	1	NO
ANGPTL7	sensitizer	1	NO
ANKAR	sensitizer	1	NO
ANKEF1	sensitizer	1	NO
ANKFY1	sensitizer	1	NO
ANKH	sensitizer	1	NO
ANKRD11	sensitizer	1	NO
ANKRD17	sensitizer	1	NO
ANKRD33	sensitizer	1	NO
ANKRD45	sensitizer	1	NO
ANKRD46	sensitizer	1	NO
AOC2	sensitizer	1	NO
AP1B1	sensitizer	1	NO
AP1M1	sensitizer	1	NO
AP1M2	sensitizer	1	NO
AP2A2	sensitizer	1	NO
AP3M1	sensitizer	1	NO
AP4E1	sensitizer	1	NO
AP4S1	sensitizer	1	NO
APC	sensitizer	1	NO
APLP2	sensitizer	1	NO
APOBEC1	sensitizer	1	NO
APRT	sensitizer	1	NO
AQP1	sensitizer	1	NO
AQP3	sensitizer	1	NO
AQP8	sensitizer	1	NO
AQR	sensitizer	1	NO
ARAP2	sensitizer	1	NO
ARF3	sensitizer	1	NO
ARF4	sensitizer	1	NO
ARFGEF1	sensitizer	1	NO
ARHGAP11A	sensitizer	1	NO
ARHGAP21	sensitizer	1	NO
ARHGAP27	sensitizer	1	NO
ARHGAP28	sensitizer	1	NO
ARHGEF10L	sensitizer	1	NO
ARHGEF11	sensitizer	1	NO
ARID3C	sensitizer	1	NO
ARID5A	sensitizer	1	NO
ARL14EPL	sensitizer	1	NO
ARL16	sensitizer	1	NO
ARL6IP5	sensitizer	1	NO
ARMC5	sensitizer	1	NO
ARMC6	sensitizer	1	NO
ARMCX5	sensitizer	1	NO
ARPC1A	sensitizer	1	NO
ARPP21	sensitizer	1	NO
ARRB1	sensitizer	1	NO
ARRDC3	sensitizer	1	NO
ARRDC5	sensitizer	1	NO
ASB2	sensitizer	1	NO
ASCC3	sensitizer	1	NO
ASH2L	sensitizer	1	NO
ASNA1	sensitizer	1	NO
ASNSD1	sensitizer	1	NO
